WSAW,PO/LOT,Comment,Wafer id,TTV,Warp,Entry Warp 10mm,Entry Warp 20mm,Entry Warp 30mm,Exit Warp 10mm,Exit Warp 20mm,Exit Warp 30mm,Wav ind,Entry wav,Exit wav,Bow
WSAWB20,IMC-QX-15P,019*33.2*TM860 * A-630*Wire-03*0075*22071603,PBIESAB0120,8.62,10.18,1.76,1.99,1.99,1.4,1.8,3.08,1.34,0.92,0.93,-2.61
2022/7/17 08:52,PBIESAB,,PBIESAB0320,8.1,5.58,1.27,-2.84,-2.89,1.76,1.99,2.3,0.92,0.51,0.37,-1.42
,,,PBIESAB0620,7.69,5.01,-1.3,-2.12,-2.12,2.93,3.49,3.49,0.54,0.34,0.31,-1.06
,,,PBIESAB0820,7.36,5.08,-1.69,-2.42,-2.42,3.35,3.35,3.35,0.48,0.33,0.31,-1.07
,,,PBIESAB1120,6.61,6.19,-1.97,-3.37,-3.37,3.64,3.91,3.91,0.61,0.38,0.34,-1.13
,,,PBIESAB1301,6.48,9.69,1.69,2.3,2.82,9.23,10.8,10.8,1.14,0.23,1.14,-2.21
WSAWB20,UMC-QC-59K,017*30.6*TM860 * A-614*Wire-01*0011*22071502,PIFW9AH0120,9.23,13.64,2.46,2.92,-3.68,-1.72,1.99,1.99,1.14,0.91,1.06,-3.53
2022/7/16 02:21,PIFW9AH,,PIFW9AH0320,8.74,10.72,2.9,3.01,3.28,1.87,2.84,2.84,0.91,0.24,0.54,-2.98
,,,PIFW9AH0520,8,9.6,1.49,1.85,2.15,2.75,3.97,4.06,0.66,0.31,0.5,-2.31
,,,PIFW9AH0820,7.99,10.3,0.5,0.79,1.18,2.59,3.64,3.64,0.64,0.33,0.28,-1.98
,,,PIFW9AH1020,7.22,9.69,0.26,0.72,0.78,2.54,3.63,3.74,0.55,0.31,0.36,-2.24
,,,PIFW9AH1201,8.19,10.96,2.01,3.31,3.72,9.99,11.55,11.55,0.88,0.64,0.99,-3.19
WSAWB20,DEV-QC-56P,018*29.9*TM860 * A-622*Wire-02*0021*22071602,PFF05AA0120,8.56,8.46,2.58,3.95,4.21,-2.58,-2.58,2.7,1.06,0.73,1.06,-1.39
2022/7/16 16:54,PFF05AA,,PFF05AA0320,8.45,5.44,2.07,3.29,3.57,2.27,2.38,2.38,0.45,0.3,0.45,-0.04
,,,PFF05AA0520,8.01,5.05,1.34,2.81,2.99,2.63,3.38,4.19,0.57,0.25,0.32,-0.67
,,,PFF05AA0720,7.87,5.95,1.02,2.03,2.4,2.77,3.69,3.76,0.63,0.41,0.32,-0.43
,,,PFF05AA0920,7.51,6.27,-0.69,0.93,1.08,2.87,3.68,4.21,0.6,0.33,0.31,-0.75
,,,PFF05AA1120,10.35,15.86,2.71,5.29,5.95,12.96,14.66,14.85,1.22,0.41,1.27,-1.66
WSAWB20,DEV-QC-55K,016*30.6*TM860 * A-607*Wire-03*0043*22071402,PEIBWAD0120,8.86,5.91,0.97,-1.49,-1.83,1.11,-1.45,-1.45,0.58,0.25,0.51,-1.21
2022/7/15 10:42,PEIBWAD,,PEIBWAD0320,9.07,4.47,-0.79,-1.88,-2.18,1.13,1.13,1.74,0.59,0.33,0.46,-1.02
,,,PEIBWAD0520,8.53,5.57,-1.3,-2.91,-3.11,1.63,1.63,1.89,0.46,0.46,0.3,-1.75
,,,PEIBWAD0820,9.33,7.78,-2.09,-3.71,-3.87,0.79,-1.61,-1.62,0.5,0.5,0.37,-2.15
,,,PEIBWAD1020,8.78,7.08,-1.97,-3.88,-4.13,2.07,2.07,2.07,0.61,0.52,0.35,-2.36
,,,PEIBWAD1201,9.86,14.06,-1.48,1.98,7.54,5.19,6.51,6.51,2.28,2.28,0.68,-4.02
WSAWB20,UMC-QC-59K,015*30.2*TM860 * A-597*Wire-02*0036*22071402,PIFW9AN0120,8.88,5.8,2.63,2.84,2.85,-2.02,2.04,2.23,0.76,0.24,0.36,-1.4
2022/7/14 20:26,PIFW9AN,,PIFW9AN0320,8.45,6.15,1.92,2.08,2.28,2.09,2.35,2.35,0.8,0.28,0.44,-1.68
,,,PIFW9AN0520,8.68,5.91,1.07,1.34,1.46,-2.18,-2.18,-2.18,0.8,0.27,0.31,-1.18
,,,PIFW9AN0720,8.86,8.09,-0.8,-1.08,-1.08,1.29,-1.53,-1.69,0.93,0.29,0.41,-2.07
,,,PIFW9AN0920,8.71,7.11,1.1,1.1,1.15,1.72,-1.87,-2.14,0.97,0.27,0.42,-2.25
,,,PIFW9AN1108,9,8.15,1.1,1.1,1.49,2.41,2.71,2.71,0.94,0.34,0.6,-2.85
WSAWB20,UMC-QC-59K,014*30.5*TM860 * A-589*Wire-01*0054*22071301,PGIVJAG0120,9.03,6.33,2.42,3.24,3.24,0.96,0.96,1.53,0.57,0.41,0.46,-1.57
2022/7/14 04:46,PGIVJAG,,PGIVJAG0320,8.6,6.35,2.11,2.21,2.21,1.77,1.97,1.97,0.7,0.36,0.43,-1.65
,,,PGIVJAG0520,8.66,5.59,1.42,1.95,1.95,1.25,1.5,-1.57,0.67,0.3,0.38,-1.33
,,,PGIVJAG0820,8.92,7.65,0.99,0.99,-1.07,1.81,2.2,2.2,0.71,0.4,0.34,-2.12
,,,PGIVJAG1020,8.45,8.96,1.03,-1.36,-1.48,2.54,2.95,2.95,0.84,0.47,0.4,-2.48
,,,PGIVJAG1201,10.1,10.3,2.49,3.38,4.62,7.29,9.47,9.47,1.05,0.89,1.05,-3.62
WSAWB20,TSM-QX-S4F,013*31.1*TM860 * A-581*Wire-03*0202*22071202,PHF7PAK0120,7.86,5.77,3.84,3.86,5.25,-0.86,2.21,2.81,0.86,0.33,0.86,0.39
2022/7/13 13:58,PHF7PAK,,PHF7PAK0320,8.25,5.88,2.78,2.78,4.74,0.78,1.32,1.75,0.68,0.33,0.52,-0.2
,,,PHF7PAK0520,8.1,6.02,1.95,2.52,4.27,0.59,0.66,-0.91,0.73,0.41,0.45,-0.18
,,,PHF7PAK0820,8.03,7.94,2.02,2.02,3.77,-0.41,-0.61,-1.22,0.7,0.44,0.47,-1.04
,,,PHF7PAK1020,7.99,7.2,2.37,2.37,4.22,1.02,1.02,-1.8,0.88,0.43,0.66,-1.08
,,,PHF7PAK1208,9.03,9.41,4.11,5.04,7.91,6.99,8,8,0.86,0.45,0.86,-2.44
WSAWB20,TSM-QX-20K,012*34.1*TM860 * A-570*Wire-02*0193*22071201,PJG0XAH0120,8.54,6.14,1.45,1.78,-2.89,-1.86,3.21,3.4,0.72,0.72,0.63,-1.13
2022/7/12 23:31,PJG0XAH,,PJG0XAH0320,9.01,6.91,1.23,2.02,-2.69,1.47,1.96,2.51,0.62,0.52,0.26,-1.4
,,,PJG0XAH0620,8.62,5.95,0.5,1.57,1.62,1.16,1.16,-2,0.61,0.36,0.4,-1.74
,,,PJG0XAH0820,8.5,7.06,1.04,1.55,1.96,0.49,-0.85,-2.47,0.66,0.39,0.49,-2.12
,,,PJG0XAH1120,8.34,7.61,1.62,3.47,3.56,0.77,-1.49,-3.96,0.79,0.51,0.7,-2.2
,,,PJG0XAH1308,8.88,7.85,2.4,5.31,5.77,3.55,4.71,4.71,1.15,0.52,1.15,-2.5
WSAWB20,TSM-QX-20K,011*32.2*TM860 * A-557*Wire-01*0007*22071102,PIE8JAK0120,8.56,5.92,2.52,4.35,4.41,-1.63,-1.72,2.19,0.59,0.41,0.32,0.42
2022/7/12 08:14,PIE8JAK,,PIE8JAK0320,8.45,7.35,2.51,4.35,4.62,1.7,1.7,2.29,0.67,0.36,0.37,-0.03
,,,PIE8JAK0520,8.14,8.56,2.47,3.93,4.04,1.48,1.75,3.16,0.64,0.29,0.44,-0.41
,,,PIE8JAK0820,7.87,7.58,2.21,3.56,4.04,1.83,-2.42,-2.42,0.54,0.39,0.36,-1.16
,,,PIE8JAK1020,8.02,8.6,2.51,4.73,4.94,0.89,-1.79,-1.79,0.64,0.44,0.45,-1.04
,,,PIE8JAK1208,8.33,9.81,3.78,6.2,6.48,3.08,3.78,3.78,0.89,0.46,0.89,-1.69
WSAWB20,TSM-QX-20K,009*32.6*TM860 * A-539*Wire-02*0107*22071002,PIE8HAK0120,8.54,7.03,2.44,2.44,2.44,-1.52,2.41,2.82,1.55,0.44,1.2,0.57
2022/7/11 02:15,PIE8HAK,,PIE8HAK0320,8.18,9.1,2.07,2.07,-2.26,-1.6,2.17,3.06,1.62,0.37,1.14,0.1
,,,PIE8HAK0520,7.96,10.37,2.3,2.3,2.3,-1.19,2.13,3.11,1.57,0.54,1.33,0.16
,,,PIE8HAK0820,7.84,10.6,1.83,1.83,1.83,-1.36,-1.36,1.67,1.56,0.36,0.99,-0.32
,,,PIE8HAK1020,7.71,10.23,1.74,1.74,1.86,-0.97,-0.97,-0.97,1.57,0.19,0.69,-0.57
,,,PIE8HAK1208,7.73,10.69,2,2.41,2.8,3.19,3.43,3.43,1.52,0.19,0.59,-1.28
WSAWB20,TSM-QX-S4F,010*31.6*TM860 * A-548*Wire-03*0108*22071102,PHD20AK0120,8.26,6.04,-0.45,-0.97,1.89,-2.08,2.63,2.65,0.82,0.82,0.62,0.05
2022/7/11 16:43,PHD20AK,,PHD20AK0320,8.01,6.75,-0.69,-2.02,2.4,2.11,2.11,2.89,1.15,1.15,0.38,-0.63
,,,PHD20AK0520,8.03,6.82,-0.86,-2.35,2.67,2.01,2.01,2.39,1.26,1.26,0.31,-1.25
,,,PHD20AK0720,7.91,6.33,-1.55,-2.76,-2.76,-1.15,-1.34,1.75,1.25,1.25,0.25,-1.19
,,,PHD20AK0920,7.53,7.55,-1.18,-2.06,3.09,1.09,1.09,-1.69,1.16,1.16,0.48,-0.9
,,,PHD20AK1120,10.58,11.66,1.57,2.78,4.97,9.55,10.76,10.76,1.22,1.2,1.22,-4.5
WSAWB20,TSM-QX-S4F,008*31.5*TM860 * A-530*Wire-01*0011*22070703,PHD18AE0120,7.92,5.67,2.69,2.96,2.96,-2.11,-2.11,2.82,0.53,0.53,0.43,0.43
2022/7/10 11:12,PHD18AE,,PHD18AE0320,7.91,4.78,2.6,2.81,2.81,-1.32,2.15,3.66,0.36,0.35,0.31,-0.48
,,,PHD18AE0520,7.37,4.18,2.27,2.27,2.27,-1.13,1.91,2.45,0.39,0.39,0.36,-0.57
,,,PHD18AE0820,7.66,4.75,1.83,1.83,1.83,-0.69,2.09,2.64,0.58,0.58,0.55,-1.16
,,,PHD18AE1020,7.21,4.68,2.08,2.57,2.82,1.39,1.39,-1.57,0.66,0.27,0.23,-1.07
,,,PHD18AE1208,7.56,7.12,2.18,3.3,3.87,6,6.56,6.56,0.9,0.54,0.8,-2.04
WSAWB20,TSM-QX-S4F,006*32.4*TM860 *New (P1) -220*Wire-02*0058*22070801,PHF7JAH0120,9.89,7.28,2.18,2.54,2.54,-1.64,-1.64,1.81,0.75,0.64,0.75,-1.21
2022/7/9 05:32,PHF7JAH,,PHF7JAH0320,10.35,8.84,2.56,3.14,3.14,0.88,1.01,1.08,0.92,0.92,0.49,-1.34
,,,PHF7JAH0520,10.65,8.34,2.58,2.87,3.27,-1.13,1.65,1.65,0.79,0.79,0.76,-1.6
,,,PHF7JAH0820,11.01,10.55,2.05,2.64,2.73,-0.87,-1.13,-2.58,0.73,0.73,0.56,-2.7
,,,PHF7JAH1020,11.34,10.04,2.13,2.64,3.05,-1.4,-1.57,-2.91,0.68,0.68,0.65,-2.71
,,,PHF7JAH1208,11.26,11.41,2.15,3.81,4.63,1.28,1.3,-1.94,0.68,0.53,0.68,-3.33
WSAWB20,TSM-QX-S4F,007*31.1*TM860 * A-521*Wire-03*0101*22070902,PHD16AK0120,8.87,7.7,2.37,3.12,3.18,-2.92,-3.01,-3.01,0.45,0.43,0.45,0.37
2022/7/9 20:40,PHD16AK,,PHD16AK0320,8.85,7.58,1.81,2.52,2.52,-0.83,0.84,2.04,0.53,0.41,0.47,-0.2
,,,PHD16AK0520,9.11,6.94,1.54,2.42,2.47,-1.05,-1.13,1.68,0.53,0.38,0.36,-0.81
,,,PHD16AK0820,9.18,5.64,1.49,1.49,1.49,-1.08,-1.35,-1.35,0.5,0.37,0.32,-1.62
,,,PHD16AK1020,9.18,5.6,1.76,1.76,1.9,-0.89,0.95,1.36,0.6,0.6,0.39,-1.79
,,,PHD16AK1201,9.94,7.05,1.53,2.44,2.65,3.57,4.56,5.44,1.71,1.71,0.32,-2.1
WSAWB20,SAS-QX-K3B,005*31.5*TM860 *New (P1) -206*Wire-01*0043*22070702,PGD8RAE0120,10.19,5.56,1.55,2.3,2.38,-1.76,-2.09,2.31,0.92,0.82,0.31,-0.99
2022/7/8 13:55,PGD8RAE,,PGD8RAE0320,10.72,6.28,1.52,2.52,2.97,1.14,-1.28,-1.7,0.92,0.92,0.31,-0.72
,,,PGD8RAE0520,10.87,6.1,1.39,2.41,2.99,-1.64,-2.11,-2.13,0.93,0.9,0.19,-1.93
,,,PGD8RAE0820,10.9,6.82,1.19,2.51,3.05,-2.21,-2.82,-3.03,0.92,0.92,0.26,-2.15
,,,PGD8RAE1020,11.03,7.32,0.96,2.53,3.18,-1.24,-1.79,-2.46,0.77,0.77,0.25,-2.84
,,,PGD8RAE1208,11.19,8.86,1.87,3.29,5.26,3.09,3.73,3.73,0.87,0.85,0.46,-3.86
WSAWB20,TSM-QX-S4F,004*29.3*TM860 *New (P1) -191*Wire-03*0202*22070702,PJF1TAH0120,9.1,7.53,1.38,-1.59,1.94,-1.28,1.84,2.4,1.18,0.58,0.38,0.15
2022/7/7 23:20,PJF1TAH,,PJF1TAH0320,8.92,5.78,0.92,-1.43,1.86,1.28,2.45,3.14,1.26,0.95,0.23,-0.39
,,,PJF1TAH0520,8.78,7.36,1.43,-1.5,2.26,1.56,2.68,3.27,1.33,0.94,0.37,-0.71
,,,PJF1TAH0720,8.34,7.42,-0.76,1.95,2.58,1.36,2.19,2.75,1.27,0.61,0.33,-1.14
,,,PJF1TAH0920,8.02,7.1,-1.08,2.3,2.83,1.97,3.27,3.43,1.3,0.52,0.42,-1.32
,,,PJF1TAH1108,8.14,8.18,-1.29,2.27,4.35,4.87,6.67,6.68,1.13,0.58,0.58,-2.07
WSAWB20,INF-QY-E1B,003*32.5*TM1050 *New (P1) -176*Wire-02*0038*22070603,P57EZAM0120,9.98,6.98,1.79,-2.42,-2.42,-2.36,-2.67,-2.67,0.7,0.44,0.68,0
2022/7/7 08:10,P57EZAM,,P57EZAM0320,9.78,6.58,1.42,-1.91,-1.91,1.15,2.78,3,0.72,0.38,0.6,-0.59
,,,P57EZAM0620,9.82,7.99,1.39,1.39,1.39,-0.92,1.65,1.67,0.67,0.32,0.54,-0.51
,,,P57EZAM0820,9.9,6.62,1.59,1.59,1.59,-1.05,1.98,2.52,0.68,0.41,0.5,-1
,,,P57EZAM1120,12.05,7.97,1.08,1.08,2.12,2.12,2.15,-2.19,1.19,0.24,1.19,-1.04
,,,P57EZAM1301,10.34,9.49,2.36,2.36,2.6,5.66,6.06,6.06,1.1,0.58,1.1,-0.33
WSAWB20,PSC-QY-69K,002*28.2*TM1050 *New (P1) -157*Wire-01*0117*22070502,PAJETAJ0120,11.03,7.38,2.66,3.68,4.48,-4.02,-4.55,-4.55,0.88,0.67,0.77,1.31
2022/7/6 13:38,PAJETAJ,,PAJETAJ0320,8.39,7.06,1.94,3.91,4.89,-2.29,-2.86,3.2,0.92,0.66,0.62,1.24
,,,PAJETAJ0520,8.6,7.06,2.49,4.4,5.74,-2.82,-3.27,-3.27,0.96,0.75,0.55,0.2
,,,PAJETAJ0720,8.66,6.87,2.46,4.19,5.51,-2.39,-3.11,-3.11,1.05,0.72,0.42,-0.23
,,,PAJETAJ0920,8.69,7.87,2.24,4.99,6.04,-1.16,2,2.57,0.94,0.78,0.48,0.13
,,,PAJETAJ1108,8.44,8.96,2.71,5.87,7.02,3.93,4.25,4.25,0.96,0.96,0.84,0.07
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
