WSAW,PO/LOT,Comment,Wafer id,TTV,Warp,Bow,Wav ind,Entry Warp 10mm,Entry Warp 20mm,Entry Warp 30mm,Exit Warp 10mm,Exit Warp 20mm,Exit Warp 30mm,Entry wav,Exit wav
WSAWB20,TSM-QC-L8H,039*29.4*TM860 *New (P1) -525*Wire-03*0048*22010501,NHF5FAA0120,9.49,6.83,-0.93,0.58,3.02,3.43,3.43,-1.91,-1.91,-2.15,0.45,0.4
2022/1/6 01:27,NHF5FAA,,NHF5FAA0320,9.88,6.58,-0.45,0.61,3.58,4.84,4.84,-0.59,-0.59,-0.59,0.61,0.26
,,,NHF5FAA0520,9.32,4.46,-0.33,0.52,3.11,3.88,4.58,1,1.61,1.63,0.46,0.27
,,,NHF5FAA0720,10.03,5.38,-1.17,0.39,2.45,3.14,3.97,-0.79,0.86,0.96,0.39,0.33
,,,NHF5FAA0920,9.74,6.2,-1.22,0.48,2.56,3.66,4.29,-0.98,1.25,1.66,0.29,0.25
,,,NHF5FAA1108,9.97,7.09,-1.17,0.47,3.69,5,7.06,1.64,2.02,2.02,0.41,0.25
WSAWB20,UMX-QC-05B,040*29.8*TM860 *New (P1) -540*Wire-01*0116*22010502,NEG99AH0120,10.32,9.01,-1.88,0.78,-0.74,-1.19,-2.65,-2.38,-2.38,-2.38,0.36,0.44
2022/1/6 17:26,NEG99AH,,NEG99AH0320,10.06,6.15,-0.76,0.47,-0.72,-0.86,-1.44,1.35,1.35,1.35,0.17,0.39
,,,NEG99AH0520,9.51,6.11,-0.91,0.52,-0.52,0.82,-1.29,-1.42,-1.42,-1.42,0.21,0.31
,,,NEG99AH0720,9.36,5.52,-0.6,0.52,-1.15,-1.15,-1.79,-1.54,-2.35,-2.35,0.27,0.27
,,,NEG99AH0920,9.76,5.53,-1.01,0.61,-0.87,-1.39,-1.98,-1.28,-1.5,-1.9,0.28,0.21
,,,NEG99AH1108,9.71,5.37,-1.34,0.55,-0.88,1.03,1.03,1.47,1.47,-2.14,0.28,0.4
WSAWB20,UMS-QC-07K,038*29.5*TM860 *New (P1) -517*Wire-02*0201*22010403,NHJYBAA0120,9.53,6.79,1.4,0.91,2.76,3.49,3.49,-2.32,-2.47,-2.74,0.47,0.31
2022/1/5 07:50,NHJYBAA,,NHJYBAA0220,9.54,5.94,0.74,0.76,3.11,3.76,3.76,-1.5,1.52,-1.67,0.47,0.36
,,,NHJYBAA0420,9.66,5.3,0.56,0.47,2.46,3.52,4.33,-1.28,2.22,2.22,0.46,0.48
,,,NHJYBAA0620,10.2,4.77,0.58,0.72,3.21,4.42,4.76,-1.17,2.63,2.63,0.71,0.47
,,,NHJYBAA0820,9.11,4.77,-0.56,0.55,2.49,2.6,3.16,0.88,1.79,2.38,0.4,0.28
,,,NHJYBAA1020,8.61,5.7,-0.65,0.72,2.67,3.35,4.2,-0.72,2.37,2.72,0.55,0.35
WSAWB20,UMX-QC-05B,036*30*TM860 *New (P1) -488*Wire-03*0073*22010302,NEG98AA0120,9.47,6.44,-0.87,0.82,2.39,3.12,3.61,-1.92,-1.92,-1.92,0.47,0.41
2022/1/4 02:22,NEG98AA,,NEG98AA0320,9.45,4.67,-0.8,0.58,2.29,3.77,4.33,0.97,1.82,2.38,0.43,0.36
,,,NEG98AA0520,9.18,4.9,-0.76,0.46,2,3.37,3.63,0.96,1.5,1.86,0.46,0.3
,,,NEG98AA0820,8.75,5.76,-1.31,0.62,1.9,2.08,2.22,0.85,1.08,1.65,0.35,0.35
,,,NEG98AA1020,8.86,5.88,-2.15,0.58,1.58,2.74,2.81,1.07,1.29,2.03,0.35,0.28
,,,NEG98AA1201,10.5,7.2,-2.22,0.89,2.15,3.85,4.2,5.6,5.6,5.6,0.3,0.89
WSAWB20,TSM-QX-20H,035*28.6*TM860 *New (P1) -474*Wire-02*0107*22010203,NJC3AAE0120,9.25,6.92,-0.53,0.95,2.21,2.37,2.54,1.24,2.81,2.81,0.34,0.74
2022/1/3 11:18,NJC3AAE,,NJC3AAE0320,9.31,7.86,0.66,0.65,1.54,1.88,2.3,0.89,1.89,1.89,0.52,0.45
,,,NJC3AAE0520,9.53,7.76,0.08,0.57,1.94,3.8,3.8,0.53,1.6,1.67,0.52,0.49
,,,NJC3AAE0720,9.35,7.35,-0.13,0.52,1.77,2.54,2.54,0.45,1.42,1.73,0.46,0.47
,,,NJC3AAE0920,9.2,6.19,-0.49,0.45,-2.07,2.64,2.92,0.58,1.44,1.53,0.45,0.29
,,,NJC3AAE1108,9.53,7.9,-1.34,0.55,1.8,3.16,4.8,4.77,5.3,5.55,0.26,0.54
WSAWB20,TSM-QX-20H,034*28.7*TM860 *New (P1) -464*Wire-01*0108*22010202,NJFZ9AK0120,9.7,7.04,-0.32,0.85,3.96,4.52,4.52,-2.38,3.18,3.18,0.77,0.5
2022/1/2 20:31,NJFZ9AK,,NJFZ9AK0320,8.98,6.54,-0.01,0.77,3.36,3.69,3.69,-0.97,2.01,2.36,0.57,0.27
,,,NJFZ9AK0520,10.38,6.11,-0.24,0.71,3.21,3.85,3.85,0.93,2.13,2.76,0.53,0.2
,,,NJFZ9AK0720,9.04,4.95,-0.53,0.5,2.41,3.52,3.73,0.71,1.5,1.94,0.5,0.18
,,,NJFZ9AK0920,8.74,5.85,-0.58,0.38,2.23,2.86,3.45,0.81,1.89,2.17,0.38,0.23
,,,NJFZ9AK1108,8.91,7.69,-1.23,0.44,3.22,5.21,6.03,3.14,4.27,4.79,0.43,0.34
WSAWB20,TSM-QX-20H,033*29.8*TM860 *New (P1) -449*Wire-03*0034*22010101,NJFZ9AH0120,8.8,5.14,-0.58,0.45,1.82,2.84,2.84,-0.9,2.06,2.35,0.29,0.35
2022/1/2 04:57,NJFZ9AH,,NJFZ9AH0320,10,4.42,-0.27,0.55,1.43,1.59,1.59,1.55,2,2,0.32,0.2
,,,NJFZ9AH0520,8.88,6.83,0.04,0.56,1.14,1.58,1.75,1.79,2.94,4.52,0.39,0.38
,,,NJFZ9AH0720,8.81,5.84,-0.32,0.64,0.61,1.52,1.8,1.18,2.59,2.75,0.61,0.26
,,,NJFZ9AH0920,9.03,5.39,-0.6,0.62,-1.14,1.46,1.73,0.96,2.5,2.94,0.47,0.19
,,,NJFZ9AH1120,9.02,7.27,-1.27,0.5,-1.18,2.79,4.24,4.51,5.02,5.52,0.5,0.5
WSAWB20,INL-QA-SAH,032*30.3*TM860 *New (P1) -438*Wire-02*0083*21123101,NIHG1AD0120,9.7,8.17,-0.02,0.59,2.71,3.64,3.64,-1.27,1.94,2.3,0.32,0.42
2022/1/1 13:49,NIHG1AD,,NIHG1AD0320,8.75,7,0.83,0.77,1.77,2.47,2.47,0.91,1.25,1.33,0.38,0.28
,,,NIHG1AD0520,8.9,9.61,1.33,1.12,1.14,1.73,1.73,0.89,2.55,3.53,0.5,0.47
,,,NIHG1AD0720,9.59,11.37,1.34,1.61,0.77,1.32,2.01,-0.85,2.18,3.1,0.73,0.25
,,,NIHG1AD0920,8.36,13.44,0.86,2.2,-1.84,-2.23,-2.23,-1.12,2.01,3.11,1.05,0.29
,,,NIHG1AD1120,9.77,13.24,-0.19,1.89,-1.77,-1.96,-1.96,4.25,5.68,7.78,1.12,0.47
