A1_TTV,B1_TTV,C1_TTV,A2_TTV,B2_TTV,C2_TTV,A1_WARP,B1_WARP,C1_WARP,A2_WARP,B2_WARP,C2_WARP,A1_BOW,B1_BOW,C1_BOW,A2_BOW,B2_BOW,C2_BOW,A1_WAVI,B1_WAVI,C1_WAVI,A2_WAVI,B2_WAVI,C2_WAVI
,,,9.01,9.44,,,,,8.25,6.41,,,,,1.1,-0.63,,,,,0.82,0.63,
,,,9.44,9.83,,,,,6.47,7.89,,,,,0.89,-0.58,,,,,0.45,0.76,
,,,9.79,9.58,,,,,7.76,5.36,,,,,0.56,-0.46,,,,,0.42,0.48,
,,,9.56,9.56,,,,,8.67,6.46,,,,,-0.16,-0.63,,,,,0.35,0.66,
,,,10.57,9.87,,,,,7.63,6.89,,,,,-0.36,0.13,,,,,0.45,0.49,
,,,9.59,9.56,,,,,12.59,6.58,,,,,-0.32,-0.24,,,,,0.61,0.34,
,,,10.38,9.79,,,,,10.31,6.29,,,,,1.75,-0.35,,,,,0.74,0.38,
,,,11.06,10.74,,,,,10.17,8.73,,,,,1.73,-0.77,,,,,0.54,0.94,
,,,12.6,10.08,,,,,9.08,6.22,,,,,0.17,-1.02,,,,,0.43,0.66,
,,,12.28,10.01,,,,,8.25,6.27,,,,,-0.04,-2.29,,,,,0.45,0.49,
,,,11.98,9.83,,,,,7.75,7.53,,,,,0.1,-0.31,,,,,0.42,0.4,
,,,11.98,9.89,,,,,7.26,7.71,,,,,-0.18,-0.71,,,,,0.44,0.34,
,,,13.31,10.97,,,,,7.88,6.56,,,,,-0.49,-0.85,,,,,0.7,0.73,
,,,13.81,10.18,,,,,6.67,6.68,,,,,-0.11,-1.09,,,,,0.86,0.97,
,,,14.31,9.99,,,,,5.95,6.03,,,,,1.21,-0.82,,,,,0.58,0.84,
,,,13.37,10.95,,,,,5.14,5.8,,,,,0.93,-2.18,,,,,0.66,0.64,
,,,12.42,10.77,,,,,5.59,5.14,,,,,0.72,-0.27,,,,,0.76,0.7,
,,,12.96,11.14,,,,,6.44,7.61,,,,,0.25,-1.11,,,,,0.6,0.55,
,,,13.55,11.37,,,,,12.66,4.78,,,,,-0.04,-1.49,,,,,0.69,0.55,
,,,14.3,10.67,,,,,8.42,6.39,,,,,-0.39,-1.61,,,,,0.7,0.65,
,,,14.66,11.63,,,,,10.63,9.35,,,,,0.78,-1.45,,,,,0.64,0.66,
,,,11.17,10.69,,,,,10.44,8.85,,,,,0.57,-2.06,,,,,0.62,0.99,
,,,11.69,11.75,,,,,8.33,8.58,,,,,0.52,-0.43,,,,,0.61,0.57,
,,,11.26,10.71,,,,,8.18,7.24,,,,,-0.16,-0.81,,,,,0.58,0.56,
,,,11.49,10.64,,,,,12.19,7.88,,,,,-0.5,-1.13,,,,,0.58,0.61,
,,,11.48,11.06,,,,,6.14,9.26,,,,,-0.55,-1.41,,,,,0.87,0.44,
,,,12.89,10.7,,,,,6.37,8.13,,,,,1.63,-1.31,,,,,0.97,0.34,
,,,13.06,10.84,,,,,8.1,5.03,,,,,1.67,-1.25,,,,,0.76,0.45,
,,,12.58,11.03,,,,,6.19,4.9,,,,,2.2,0.4,,,,,0.85,0.52,
,,,12.82,11.26,,,,,7.52,5.29,,,,,1.84,0.36,,,,,0.81,0.49,
,,,13.07,11.85,,,,,9.07,5.37,,,,,0.94,0.41,,,,,0.88,0.67,
,,,12.54,9.44,,,,,9.23,10.23,,,,,0.98,-0.19,,,,,0.52,0.39,
,,,12.86,8.99,,,,,6.92,9.85,,,,,0.43,-0.18,,,,,0.44,0.29,
,,,11.87,8.98,,,,,9.99,8.43,,,,,0.36,-0.32,,,,,0.39,0.37,
,,,11.09,8.5,,,,,9.62,10.72,,,,,-0.04,0.36,,,,,0.43,0.35,
,,,10.5,8.3,,,,,10.88,8.95,,,,,0.65,-0.18,,,,,0.57,0.46,
,,,9.9,8.62,,,,,9.43,7.84,,,,,-0.25,-0.05,,,,,0.75,0.56,
,,,11.53,9.12,,,,,9.26,10.32,,,,,0.25,-0.09,,,,,1.02,0.49,
,,,11.22,8.76,,,,,9.4,8.5,,,,,2.17,-0.34,,,,,0.85,0.36,
,,,11.39,8.7,,,,,7.16,6.81,,,,,1.78,-2.14,,,,,0.79,0.38,
,,,12.33,8.45,,,,,7.84,5.75,,,,,2.18,-0.06,,,,,0.86,0.37,
,,,13.47,8.18,,,,,8.34,4.68,,,,,1.38,0.29,,,,,0.73,0.35,
,,,14.77,8.63,,,,,10.4,4.37,,,,,1.68,0.2,,,,,0.71,0.44,
,,,14.74,9.03,,,,,10.83,5.85,,,,,1.53,-0.23,,,,,0.62,0.54,
,,,11.19,8.98,,,,,10.56,5.65,,,,,0.56,-0.7,,,,,0.55,0.48,
,,,11.09,9.16,,,,,11.13,4.75,,,,,-0.13,-2.07,,,,,0.55,0.46,
,,,10.26,7.96,,,,,9.45,4.97,,,,,-0.09,-0.72,,,,,0.54,0.37,
,,,11.14,7.7,,,,,10.1,5.5,,,,,-0.3,-0.79,,,,,0.49,0.41,
,,,11.34,7.72,,,,,5.76,5.72,,,,,-0.75,-0.72,,,,,0.54,0.6,
,,,11.99,9.49,,,,,5.09,10.86,,,,,-0.56,-0.91,,,,,0.88,0.69,
,,,10.12,9.27,,,,,5.4,4.85,,,,,-0.3,-0.81,,,,,0.67,0.43,
,,,9.5,9.77,,,,,6.67,6.37,,,,,-0.83,-1.46,,,,,0.75,0.32,
,,,9.71,8.83,,,,,6.36,3.7,,,,,-0.69,-0.73,,,,,0.71,0.36,
,,,9.71,9.17,,,,,6.16,4.36,,,,,-0.64,0.1,,,,,0.83,0.37,
,,,9.63,9.48,,,,,13.1,4.39,,,,,-0.68,-0.35,,,,,0.77,0.52,
,,,9.1,9.54,,,,,11.11,4.41,,,,,0.69,-0.61,,,,,0.8,0.74,
,,,9.21,10.19,,,,,14.46,4.76,,,,,0.03,-0.63,,,,,0.68,0.61,
,,,9.57,10.31,,,,,7.82,5.4,,,,,0.08,-1.22,,,,,0.57,0.53,
,,,8.48,10.02,,,,,5.77,4.55,,,,,0.18,-0.51,,,,,0.46,0.51,
,,,9.4,10.67,,,,,6.97,4.84,,,,,0.1,-0.11,,,,,0.54,0.55,
,,,8.77,12.27,,,,,6.82,3.76,,,,,0.08,-0.49,,,,,0.65,0.51,
,,,9.51,10.56,,,,,7.21,6.61,,,,,-0.1,-0.64,,,,,0.92,0.53,
,,,9.87,10.8,,,,,7.9,6.83,,,,,-0.03,-0.58,,,,,0.8,0.53,
,,,8.75,11.01,,,,,7.01,6.58,,,,,0.04,-1.33,,,,,0.75,0.72,
,,,9.03,12.52,,,,,6.65,4.46,,,,,-0.85,-0.13,,,,,0.68,0.5,
,,,9.51,11.86,,,,,6.52,5.38,,,,,-0.61,0.4,,,,,0.84,0.65,
,,,8.84,8.84,,,,,7.36,6.2,,,,,-0.91,0.03,,,,,0.98,0.51,
,,,10.51,8.53,,,,,6.3,7.09,,,,,-0.47,-0.83,,,,,0.9,0.5,
,,,10.75,8.34,,,,,8.12,9.01,,,,,-0.21,-0.31,,,,,0.82,0.42,
,,,10.38,8.54,,,,,8.49,6.15,,,,,-0.34,-1.15,,,,,0.75,0.53,
,,,11.03,8.58,,,,,7.39,6.11,,,,,-0.33,-0.93,,,,,0.82,0.43,
,,,11.12,8.4,,,,,6.96,5.52,,,,,-0.37,-0.45,,,,,0.8,0.48,
,,,10.09,9.32,,,,,9.09,5.53,,,,,-0.56,-0.33,,,,,0.97,0.44,
,,,10.85,9.28,,,,,8.41,5.37,,,,,-1.38,-1.17,,,,,0.97,0.43,
,,,7.83,8.65,,,,,8.82,6.79,,,,,-1.25,-1.22,,,,,0.69,0.32,
,,,8.91,8.5,,,,,7.42,5.94,,,,,-1.28,-1.17,,,,,0.52,0.46,
,,,8.54,8.35,,,,,8.42,5.3,,,,,-0.98,-1.88,,,,,0.68,0.5,
,,,9.51,10.37,,,,,8.76,4.77,,,,,-1.7,-0.76,,,,,1.03,0.81,
,,,9.28,9.76,,,,,7.81,4.77,,,,,-1.38,-0.91,,,,,1.47,0.8,
,,,9.97,9.38,,,,,9.19,5.7,,,,,-1.81,-0.6,,,,,1.03,0.57,
,,,7.71,9.7,,,,,9.7,6.44,,,,,-0.22,-1.01,,,,,0.61,0.58,
,,,8.3,9.58,,,,,10.77,4.67,,,,,0.11,-1.34,,,,,0.56,0.42,
,,,7.94,9.18,,,,,8.21,4.9,,,,,0.14,0.74,,,,,0.65,0.48,
,,,8.51,9.78,,,,,11.56,5.76,,,,,-0.35,0.56,,,,,0.84,0.45,
,,,8.31,9.11,,,,,10.11,5.88,,,,,-0.57,0.58,,,,,1.05,0.39,
,,,8.99,9.54,,,,,12.28,7.2,,,,,-0.98,-0.56,,,,,1.31,0.78,
,,,10.58,9.41,,,,,13.37,6.92,,,,,-0.13,-0.65,,,,,1.13,0.64,
,,,10.44,8.95,,,,,7.32,7.86,,,,,-0.44,-0.87,,,,,0.86,0.43,
,,,9.99,9.14,,,,,7.57,7.76,,,,,-0.57,-0.8,,,,,0.77,0.59,
,,,9.95,9.23,,,,,6.89,7.35,,,,,-0.89,-0.76,,,,,0.55,0.54,
,,,9.72,9.49,,,,,9.75,6.19,,,,,-0.84,-1.31,,,,,0.8,0.44,
,,,10.51,9.88,,,,,8.76,7.9,,,,,-1.11,-2.15,,,,,1.45,0.58,
,,,8.56,9.32,,,,,7.84,7.04,,,,,-0.06,-2.22,,,,,1.42,0.61,
,,,8.01,10.03,,,,,9.36,6.54,,,,,-0.55,-0.53,,,,,1.16,0.52,
,,,7.18,9.74,,,,,7.54,6.11,,,,,-0.5,0.66,,,,,1.02,0.39,
,,,8.24,9.97,,,,,8.13,4.95,,,,,-0.92,0.08,,,,,0.65,0.48,
,,,7.85,10.32,,,,,10.02,5.85,,,,,-1.04,-0.13,,,,,1.21,0.47,
,,,10.54,10.06,,,,,9.43,7.69,,,,,-1.45,-0.49,,,,,1.04,0.78,
,,,8.62,9.51,,,,,8.21,5.14,,,,,0.31,-1.34,,,,,1.21,0.47,
,,,8.5,9.36,,,,,7.77,4.42,,,,,-0.35,-0.32,,,,,0.88,0.52,
,,,7.96,9.76,,,,,6.94,6.83,,,,,-0.84,-0.01,,,,,0.83,0.52,
,,,8.31,9.71,,,,,6.67,5.84,,,,,-0.81,-0.24,,,,,1.04,0.61,
,,,8.22,9.53,,,,,8.61,5.39,,,,,-1.04,-0.53,,,,,0.74,0.55,
,,,9.43,9.54,,,,,8.57,7.27,,,,,-0.89,-0.58,,,,,0.63,0.91,
,,,9.59,9.66,,,,,8.6,,,,,,0.45,-1.23,,,,,0.57,0.76,
,,,9.34,10.2,,,,,7.62,,,,,,-0.3,-0.58,,,,,0.48,0.47,
,,,8.74,9.11,,,,,7,,,,,,-0.23,-0.27,,,,,0.75,0.72,
,,,8.86,8.61,,,,,6.63,,,,,,-0.76,0.04,,,,,1.35,0.55,
,,,8.73,9.47,,,,,8.51,,,,,,-0.69,-0.32,,,,,0.87,0.72,
,,,9.63,9.45,,,,,7.93,,,,,,-1.11,-0.6,,,,,0.64,0.82,
,,,11.82,9.18,,,,,8.72,,,,,,-0.2,-1.27,,,,,0.67,0.58,
,,,11.23,8.75,,,,,8.25,,,,,,-0.48,,,,,,0.54,0.46,
,,,11.12,8.86,,,,,7.36,,,,,,-1.02,,,,,,0.47,0.62,
,,,10.87,10.5,,,,,7.49,,,,,,-1.09,,,,,,0.52,0.58,
,,,10.59,9.25,,,,,7.5,,,,,,-1.03,,,,,,0.92,0.89,
,,,10.35,9.31,,,,,8.55,,,,,,-1.86,,,,,,0.92,0.95,
,,,10.56,9.53,,,,,9.26,,,,,,-0.25,,,,,,1.14,0.65,
,,,10.4,9.35,,,,,5.95,,,,,,-0.49,,,,,,0.78,0.57,
,,,10.69,9.2,,,,,5.32,,,,,,-0.83,,,,,,0.71,0.52,
,,,11.5,9.53,,,,,4.82,,,,,,-1.54,,,,,,0.96,0.45,
,,,12.45,9.7,,,,,6.86,,,,,,-1.49,,,,,,1.02,0.55,
,,,12.54,8.98,,,,,5.26,,,,,,-2.07,,,,,,0.88,0.85,
,,,10.15,10.38,,,,,10.5,,,,,,0.04,,,,,,1.06,0.77,
,,,9.35,9.04,,,,,5.46,,,,,,-1.06,,,,,,0.68,0.71,
,,,9.7,8.74,,,,,5.73,,,,,,-1.41,,,,,,0.66,0.5,
,,,10.68,8.91,,,,,6.41,,,,,,-2.71,,,,,,0.84,0.38,
,,,11.78,8.8,,,,,7.29,,,,,,-2.41,,,,,,0.75,0.44,
,,,11.93,10,,,,,6.16,,,,,,-3.01,,,,,,0.56,0.45,
,,,11.01,8.88,,,,,8.19,,,,,,1.47,,,,,,0.54,0.55,
,,,11.71,8.81,,,,,7.66,,,,,,1.62,,,,,,0.6,0.56,
,,,10.84,9.03,,,,,6.72,,,,,,0.5,,,,,,0.77,0.64,
,,,11.07,9.02,,,,,5.83,,,,,,0.06,,,,,,0.73,0.62,
,,,10.99,,,,,,8.11,,,,,,0.35,,,,,,0.73,0.5,
,,,12.31,,,,,,8.18,,,,,,-1.13,,,,,,0.44,,
,,,9.58,,,,,,9.49,,,,,,-0.15,,,,,,0.59,,
,,,9.79,,,,,,6.6,,,,,,0.12,,,,,,0.68,,
,,,10.55,,,,,,6.25,,,,,,-0.13,,,,,,0.64,,
,,,10.27,,,,,,6.51,,,,,,-1.05,,,,,,0.63,,
,,,10.62,,,,,,8.78,,,,,,-0.82,,,,,,0.9,,
,,,11.07,,,,,,8.56,,,,,,-1.2,,,,,,0.72,,
,,,11.85,,,,,,8.84,,,,,,0.41,,,,,,0.67,,
,,,11.93,,,,,,6.62,,,,,,-1.34,,,,,,0.58,,
,,,12.32,,,,,,7.96,,,,,,0.09,,,,,,0.5,,
,,,12.79,,,,,,7.51,,,,,,-1.14,,,,,,0.54,,
,,,13.31,,,,,,9.23,,,,,,0.35,,,,,,0.56,,
,,,13.37,,,,,,6.99,,,,,,0.68,,,,,,0.51,,
,,,10.66,,,,,,8.67,,,,,,0.53,,,,,,0.51,,
,,,10.09,,,,,,7.95,,,,,,0.98,,,,,,0.53,,
,,,9.5,,,,,,7.06,,,,,,-1.01,,,,,,0.57,,
,,,9.34,,,,,,6.62,,,,,,-0.21,,,,,,0.48,,
,,,10.35,,,,,,7.04,,,,,,-0.31,,,,,,0.94,,
,,,11.1,,,,,,6.75,,,,,,0.25,,,,,,0.45,,
,,,10.32,,,,,,7.68,,,,,,0.08,,,,,,0.48,,
,,,10.42,,,,,,7.42,,,,,,0.53,,,,,,0.48,,
,,,10.7,,,,,,7.5,,,,,,-0.19,,,,,,0.64,,
,,,11.23,,,,,,8.28,,,,,,-0.27,,,,,,0.75,,
,,,12.01,,,,,,9.57,,,,,,0.19,,,,,,0.61,,
,,,12.59,,,,,,11.98,,,,,,-0.27,,,,,,0.57,,
,,,12.44,,,,,,7.83,,,,,,0.35,,,,,,0.55,,
,,,12.09,,,,,,6.49,,,,,,-0.23,,,,,,0.6,,
,,,11.57,,,,,,6.27,,,,,,-0.51,,,,,,0.59,,
,,,11.03,,,,,,11.38,,,,,,-0.44,,,,,,0.7,,
,,,11.57,,,,,,8.35,,,,,,-0.82,,,,,,0.5,,
,,,12.54,,,,,,5.99,,,,,,-0.5,,,,,,0.43,,
,,,11.18,,,,,,9.44,,,,,,-1.09,,,,,,0.36,,
,,,12.04,,,,,,9.78,,,,,,-1.23,,,,,,0.34,,
,,,11.09,,,,,,8.18,,,,,,-0.9,,,,,,0.34,,
,,,12.16,,,,,,8.8,,,,,,-1.2,,,,,,0.44,,
,,,12.96,,,,,,7.83,,,,,,-1.51,,,,,,0.65,,
,,,12.13,,,,,,7.96,,,,,,-1.52,,,,,,0.51,,
,,,10.95,,,,,,7.41,,,,,,0.02,,,,,,0.41,,
,,,11.56,,,,,,8.47,,,,,,-0.1,,,,,,0.53,,
,,,11.6,,,,,,8.87,,,,,,-0.7,,,,,,0.55,,
,,,14.03,,,,,,9.14,,,,,,-0.98,,,,,,0.6,,
,,,14.29,,,,,,10.08,,,,,,-1.27,,,,,,0.54,,
,,,16,,,,,,10.06,,,,,,-1.87,,,,,,0.64,,
,,,10.63,,,,,,9.09,,,,,,0.58,,,,,,0.39,,
,,,10.86,,,,,,10.3,,,,,,0.06,,,,,,0.44,,
,,,11.43,,,,,,9.5,,,,,,-0.5,,,,,,0.61,,
,,,13.76,,,,,,8.48,,,,,,-0.52,,,,,,0.83,,
,,,14.56,,,,,,10.25,,,,,,-0.76,,,,,,0.66,,
,,,14.7,,,,,,8.84,,,,,,-1.26,,,,,,0.63,,
,,,11.96,,,,,,8.48,,,,,,0.81,,,,,,0.68,,
,,,12.76,,,,,,7.5,,,,,,0.62,,,,,,0.68,,
,,,14.46,,,,,,7.12,,,,,,0.72,,,,,,0.82,,
,,,14.27,,,,,,7.36,,,,,,0.42,,,,,,0.77,,
,,,13.71,,,,,,8.27,,,,,,0.2,,,,,,0.74,,
,,,15.38,,,,,,8.32,,,,,,-0.15,,,,,,0.86,,
,,,10.29,,,,,,8.52,,,,,,1.06,,,,,,0.83,,
,,,10.71,,,,,,11.54,,,,,,0.33,,,,,,0.51,,
,,,11.4,,,,,,9.04,,,,,,0.69,,,,,,0.81,,
,,,11.97,,,,,,7.99,,,,,,-0.11,,,,,,0.93,,
,,,11.35,,,,,,9.94,,,,,,-0.29,,,,,,0.9,,
,,,13.12,,,,,,10.01,,,,,,-0.45,,,,,,1.4,,
,,,10.86,,,,,,11,,,,,,-0.72,,,,,,1.31,,
,,,10.52,,,,,,12.31,,,,,,-0.64,,,,,,1.37,,
,,,12,,,,,,13.46,,,,,,-0.59,,,,,,0.63,,
,,,13.91,,,,,,13.3,,,,,,-1.09,,,,,,0.75,,
,,,11.71,,,,,,8.68,,,,,,-1.36,,,,,,0.95,,
,,,11.27,,,,,,9.65,,,,,,-1.75,,,,,,0.72,,
,,,12.75,,,,,,7.54,,,,,,-0.59,,,,,,0.62,,
,,,12.3,,,,,,8.86,,,,,,-0.77,,,,,,0.97,,
,,,11.92,,,,,,7.41,,,,,,-0.58,,,,,,0.65,,
,,,12,,,,,,8.28,,,,,,-1.14,,,,,,0.52,,
,,,10.98,,,,,,9.72,,,,,,-1.22,,,,,,0.41,,
,,,11,,,,,,9.46,,,,,,-2.45,,,,,,0.42,,
,,,11.97,,,,,,9.2,,,,,,1.15,,,,,,0.66,,
,,,11.01,,,,,,8.84,,,,,,1.18,,,,,,0.94,,
,,,11.8,,,,,,10.19,,,,,,1.07,,,,,,0.52,,
,,,10.95,,,,,,8.98,,,,,,0.91,,,,,,0.43,,
,,,11.2,,,,,,11.84,,,,,,0.14,,,,,,0.46,,
,,,12.09,,,,,,11.42,,,,,,-0.07,,,,,,0.5,,
,,,11.87,,,,,,12.38,,,,,,-1.2,,,,,,0.48,,
,,,11.81,,,,,,11.51,,,,,,0.37,,,,,,0.84,,
,,,11.68,,,,,,12.89,,,,,,0.16,,,,,,0.7,,
,,,10.96,,,,,,12.17,,,,,,-0.24,,,,,,0.72,,
,,,10.97,,,,,,11.38,,,,,,-0.45,,,,,,0.56,,
,,,10.96,,,,,,10.26,,,,,,-1.73,,,,,,0.63,,
,,,11.93,,,,,,10.47,,,,,,-2.26,,,,,,0.63,,
,,,11.93,,,,,,9.88,,,,,,-2.67,,,,,,0.58,,
,,,11.61,,,,,,9.29,,,,,,-2.38,,,,,,0.67,,
,,,11.18,,,,,,9.05,,,,,,-2.98,,,,,,0.64,,
,,,11.95,,,,,,12.38,,,,,,-2.92,,,,,,0.72,,
,,,12.1,,,,,,10.77,,,,,,-3.54,,,,,,0.66,,
,,,12.78,,,,,,12.19,,,,,,0.05,,,,,,0.64,,
,,,10.9,,,,,,10.81,,,,,,-0.6,,,,,,0.74,,
,,,11.76,,,,,,11.13,,,,,,-0.79,,,,,,0.62,,
,,,12.96,,,,,,11.4,,,,,,-1.24,,,,,,0.55,,
,,,12.68,,,,,,7.44,,,,,,-1.7,,,,,,0.56,,
,,,12.87,,,,,,9.03,,,,,,-2.75,,,,,,0.57,,
,,,13.08,,,,,,8.65,,,,,,1.63,,,,,,0.53,,
,,,10.8,,,,,,9.2,,,,,,1.52,,,,,,0.59,,
,,,11.16,,,,,,8.06,,,,,,1.86,,,,,,0.6,,
,,,10.89,,,,,,9.99,,,,,,0.57,,,,,,0.48,,
,,,11.52,,,,,,7.23,,,,,,0.39,,,,,,0.46,,
,,,11.06,,,,,,5.78,,,,,,-1.92,,,,,,0.41,,
,,,11.45,,,,,,6.81,,,,,,-0.34,,,,,,0.37,,
,,,7.13,,,,,,5.29,,,,,,-0.12,,,,,,0.41,,
,,,7.08,,,,,,5.89,,,,,,-0.41,,,,,,0.84,,
,,,7.27,,,,,,7.89,,,,,,-1.4,,,,,,0.84,,
,,,7.09,,,,,,9.98,,,,,,-1.88,,,,,,0.98,,
,,,7.44,,,,,,8.83,,,,,,-3.59,,,,,,0.96,,
,,,7.25,,,,,,7.9,,,,,,0.91,,,,,,0.76,,
,,,7.56,,,,,,7.12,,,,,,1.42,,,,,,0.82,,
,,,7.71,,,,,,8.31,,,,,,1.89,,,,,,1.09,,
,,,7.9,,,,,,8.22,,,,,,1.83,,,,,,0.98,,
,,,7.83,,,,,,8.21,,,,,,0.87,,,,,,0.94,,
,,,7.82,,,,,,9.44,,,,,,-2.12,,,,,,1.03,,
,,,8.03,,,,,,11.88,,,,,,0.92,,,,,,0.93,,
,,,7.36,,,,,,12.47,,,,,,-0.18,,,,,,0.81,,
,,,7.61,,,,,,10.48,,,,,,-0.5,,,,,,1.27,,
,,,7.7,,,,,,12.04,,,,,,-0.5,,,,,,1.29,,
,,,7.72,,,,,,7.49,,,,,,-0.55,,,,,,1.47,,
,,,7.56,,,,,,6.93,,,,,,-0.71,,,,,,1.31,,
,,,8.01,,,,,,9.31,,,,,,-2.04,,,,,,1.21,,
,,,7.8,,,,,,7.56,,,,,,0.23,,,,,,1.38,,
,,,7.34,,,,,,7.04,,,,,,-0.4,,,,,,1.42,,
,,,7.56,,,,,,6.56,,,,,,-0.32,,,,,,1.47,,
,,,7.71,,,,,,9.4,,,,,,-0.91,,,,,,1.38,,
,,,7.55,,,,,,9.69,,,,,,-1.29,,,,,,0.98,,
,,,7.95,,,,,,10.46,,,,,,-1.97,,,,,,0.69,,
,,,9.82,,,,,,9.75,,,,,,1.72,,,,,,0.49,,
,,,8.84,,,,,,9.31,,,,,,0.95,,,,,,0.61,,
,,,9.05,,,,,,6.11,,,,,,1.74,,,,,,0.53,,
,,,8.61,,,,,,8.15,,,,,,0.34,,,,,,0.67,,
,,,8.57,,,,,,7.53,,,,,,-2.87,,,,,,0.43,,
,,,8.62,,,,,,5.49,,,,,,-3.65,,,,,,0.42,,
,,,9.41,,,,,,5.68,,,,,,-2.94,,,,,,0.29,,
,,,9.87,,,,,,5.07,,,,,,-3.83,,,,,,0.54,,
,,,10.62,,,,,,13.27,,,,,,0.97,,,,,,0.39,,
,,,10.68,,,,,,7.88,,,,,,0.3,,,,,,0.49,,
,,,10.53,,,,,,8.13,,,,,,0.6,,,,,,0.51,,
,,,11.61,,,,,,5.96,,,,,,0.14,,,,,,0.75,,
,,,10.52,,,,,,6.28,,,,,,0.09,,,,,,0.54,,
,,,10.16,,,,,,6.95,,,,,,-1.06,,,,,,0.57,,
,,,10.55,,,,,,7.41,,,,,,0.31,,,,,,0.61,,
,,,10.93,,,,,,11.73,,,,,,-0.31,,,,,,0.6,,
,,,10.29,,,,,,13.41,,,,,,0,,,,,,1.1,,
,,,11.89,,,,,,9.67,,,,,,-0.35,,,,,,0.68,,
,,,10.79,,,,,,12.02,,,,,,-0.51,,,,,,1.16,,
,,,12.15,,,,,,14.14,,,,,,-2.27,,,,,,1.18,,
,,,10.71,,,,,,12.41,,,,,,-1.72,,,,,,0.95,,
,,,11.46,,,,,,13.12,,,,,,-1.29,,,,,,0.87,,
,,,11.18,,,,,,13.97,,,,,,-0.77,,,,,,0.86,,
,,,11.52,,,,,,11.93,,,,,,-1.29,,,,,,0.82,,
,,,10.81,,,,,,12.82,,,,,,-1.31,,,,,,1.23,,
,,,10.62,,,,,,13.6,,,,,,-2.86,,,,,,1,,
,,,11.24,,,,,,11.38,,,,,,-0.9,,,,,,1.15,,
,,,11.56,,,,,,9.8,,,,,,-0.45,,,,,,0.69,,
,,,13.24,,,,,,9.48,,,,,,-0.53,,,,,,1.31,,
,,,12.82,,,,,,9.05,,,,,,-0.43,,,,,,1.07,,
,,,9.78,,,,,,7.58,,,,,,-0.96,,,,,,1.26,,
,,,10.24,,,,,,8.71,,,,,,-2.18,,,,,,1.02,,
,,,10.62,,,,,,12.83,,,,,,-0.72,,,,,,1.31,,
,,,10.97,,,,,,12.65,,,,,,-0.44,,,,,,0.59,,
,,,12.2,,,,,,13.19,,,,,,-0.74,,,,,,0.57,,
,,,11.21,,,,,,13.05,,,,,,-0.87,,,,,,0.51,,
,,,9.28,,,,,,9.54,,,,,,-0.11,,,,,,0.32,,
,,,11.15,,,,,,12.55,,,,,,-1.15,,,,,,0.39,,
,,,12.33,,,,,,8.68,,,,,,0.41,,,,,,0.41,,
,,,11.24,,,,,,7.77,,,,,,0.05,,,,,,0.82,,
,,,12.29,,,,,,6.93,,,,,,0.04,,,,,,0.63,,
,,,9.88,,,,,,7.18,,,,,,0.42,,,,,,0.44,,
,,,9.22,,,,,,7.88,,,,,,0.39,,,,,,0.53,,
,,,9.06,,,,,,11.51,,,,,,-0.61,,,,,,0.55,,
,,,9.05,,,,,,11.8,,,,,,0.45,,,,,,0.59,,
,,,8.76,,,,,,11.43,,,,,,-0.24,,,,,,0.83,,
,,,8.32,,,,,,10.61,,,,,,-0.55,,,,,,0.71,,
,,,8.8,,,,,,11.41,,,,,,-0.72,,,,,,0.89,,
,,,9,,,,,,11.61,,,,,,-1.09,,,,,,1.38,,
,,,8.93,,,,,,13.97,,,,,,-1.67,,,,,,1.2,,
,,,8.61,,,,,,8.75,,,,,,1.85,,,,,,1.11,,
,,,8.89,,,,,,7.23,,,,,,1.13,,,,,,1.09,,
,,,8.31,,,,,,5.9,,,,,,-0.38,,,,,,0.96,,
,,,8.29,,,,,,7.43,,,,,,-0.59,,,,,,1,,
,,,9.32,,,,,,5.71,,,,,,-2.36,,,,,,1.42,,
,,,14.07,,,,,,12.12,,,,,,-2.93,,,,,,1.07,,
,,,11.96,,,,,,13.17,,,,,,0.98,,,,,,0.41,,
,,,11.25,,,,,,12.81,,,,,,0.66,,,,,,0.49,,
,,,11.71,,,,,,10.89,,,,,,0.34,,,,,,0.48,,
,,,12.98,,,,,,7.69,,,,,,0.27,,,,,,0.55,,
,,,10.71,,,,,,8.08,,,,,,0.78,,,,,,0.45,,
,,,11.95,,,,,,11.66,,,,,,-1.55,,,,,,0.55,,
,,,11.66,,,,,,10.71,,,,,,0.14,,,,,,0.56,,
,,,15.86,,,,,,9.86,,,,,,-0.04,,,,,,0.87,,
,,,13.16,,,,,,8.37,,,,,,0.28,,,,,,0.53,,
,,,12.14,,,,,,10.79,,,,,,-0.31,,,,,,0.64,,
,,,9.98,,,,,,10.83,,,,,,-0.06,,,,,,0.68,,
,,,10.55,,,,,,13.59,,,,,,-0.84,,,,,,0.58,,
,,,11.01,,,,,,13.23,,,,,,-0.18,,,,,,0.8,,
,,,11.11,,,,,,12.96,,,,,,-0.4,,,,,,0.72,,
,,,11.09,,,,,,12.71,,,,,,-0.52,,,,,,0.82,,
,,,11.49,,,,,,13.31,,,,,,-0.91,,,,,,0.63,,
,,,8.76,,,,,,13.9,,,,,,-0.97,,,,,,0.44,,
,,,10.14,,,,,,9.81,,,,,,-2.02,,,,,,0.69,,
